"","X.2","X.1","X","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","latitude","salinity"
"523",523,523,523,"Deania hystricosa","Squaliformes","Centrophoridae","Deania",NA,"present","",832506,"","Deania_hystricosa",NA,68,"saltwater"
"524",524,524,524,"Centrophorus squamosus","Squaliformes","Centrophoridae","Centrophorus",NA,"present","",449785,"","Centrophorus_squamosus",NA,39,"saltwater"
"525",525,525,525,"Okamejei kenojei","Rajiformes","Rajidae","Okamejei",NA,"present","",167107,"","Okamejei_kenojei",NA,34,"saltwater"
"526",526,526,526,"Aluterus scriptus","Tetraodontiformes","Monacanthidae","Aluterus",NA,"present","",959206,"","Aluterus_scriptus",NA,NA,"saltwater"
"527",527,527,527,"Xiphophorus maculatus","Cyprinodontiformes","Poeciliidae","Xiphophorus",0,"absent","y",416852,"","Xiphophorus_maculatus",NA,50,"freshwater"
"528",528,528,528,"Corydoras acutus","Siluriformes","Callichthyidae","Corydoras",0,"absent","",360624,"","Corydoras_acutus",NA,26,"freshwater"
"529",529,529,529,"Trichogenes longipinnis","Siluriformes","Trichomycteridae","Trichogenes",0,"absent","",817998,"","Trichogenes_longipinnis",NA,63,"freshwater"
"530",530,530,530,"Anabas testudineus","Anabantiformes","Anabantidae","Anabas",NA,"present","y",896431,"","Anabas_testudineus",NA,13,"freshwater"
"531",531,531,531,"Latimeria chalumnae","Coelacanthiformes","Latimeriidae","Latimeria",0.5,"present","",773491,"","Latimeria_chalumnae",NA,53,"saltwater"
"532",532,532,532,"Austrolebias charrua","Cyprinodontiformes","Rivulidae","Austrolebias",0,"absent","y",688711,"","Austrolebias_charrua",NA,52,"brackish"
"533",533,533,533,"Aethotaxis mitopteryx","Perciformes/Notothenioidei","Nototheniidae","Aethotaxis",1,"present","",303038,"extinct_inherited, incertae_sedis","Aethotaxis_mitopteryx",NA,104,"saltwater"
"534",534,534,534,"Distichodus affinis","Characiformes","Distichodontidae","Distichodus",1,"present","",912276,"","Distichodus_affinis",NA,2,"freshwater"
"535",535,535,535,"Percalates colonorum","Centrarchiformes","Percalatidae","Percalates",1,"present","y",538644,"","Percalates_colonorum",NA,42,"freshwater"
"536",536,536,536,"Austrolebias affinis","Cyprinodontiformes","Rivulidae","Austrolebias",3,"present","",1018474,"","Austrolebias_affinis",NA,36,"freshwater"
"537",537,537,537,"Hydrolagus colliei","Chimaeriformes","Chimaeridae","Hydrolagus",3,"present","",29493,"extinct_inherited, incertae_sedis","Hydrolagus_colliei",NA,82,"saltwater"
"538",538,538,538,"Kryptolebias marmoratus","Cyprinodontiformes","Rivulidae","Kryptolebias",0,"absent","y",229709,"","Kryptolebias_marmoratus",NA,29,"saltwater"
"539",539,539,5,"Aphyocharax anisitsi","Characiformes","Characidae","Aphyocharax",0,"absent","",852942,"","Aphyocharax_anisitsi","y",NA,"freshwater"
"540",540,540,17,"Lepisosteus platyrhincus","Semionotiformes","Lepisosteidae","Lepisosteus",0,"absent","",804455,"","Lepisosteus_platyrhincus","y",NA,"freshwater"
"541",541,541,18,"Paracheirodon axelrodi","Characiformes","Characidae","Paracheirodon",0,"absent","",949795,"","Paracheirodon_axelrodi","y",7,"freshwater"
"542",542,542,24,"Boulengerella cuvieri","Characiformes","Ctenoluciidae","Boulengerella",0,"absent","",3625788,"","Boulengerella_cuvieri","y",NA,"freshwater"
"543",543,543,26,"Caenotropus labyrinthicus","Characiformes","Chilodontidae","Caenotropus",0,"absent","",546967,"","Caenotropus_labyrinthicus","y",13,"freshwater"
"544",544,544,27,"Characidium fasciatum","Characiformes","Crenuchidae","Characidium",0,"absent","",442774,"","Characidium_fasciatum","y",NA,"freshwater"
"545",545,545,28,"Chrosomus eos","Cypriniformes","Cyprinidae","Chrosomus",0,"absent","y",63845,"","Chrosomus_eos","y",NA,"freshwater"
"546",546,546,29,"Citharinus latus","Characiformes","Citharinidae","Citharinus",0,"absent","",3624471,"","Citharinus_latus","y",NA,"freshwater"
"547",547,547,32,"Cottoperca trigloides","Perciformes","Bovichtidae","Cottoperca",0,"absent","",3635394,"","Cottoperca_trigloides","y",NA,NA
"548",548,548,33,"Cottus carolinae","Perciformes","Cottidae","Cottus",0,"absent","",466859,"","Cottus_carolinae","y",38,"freshwater"
"549",549,549,37,"Hemitilapia oxyrhynchus","Cichliformes","Cichlidae","Hemitilapia",0,"absent","",720886,"","Hemitilapia_oxyrhynchus","y",17,"freshwater"
"550",550,550,38,"Mimagoniates rheocharis","Characiformes","Characidae","Mimagoniates",0,"absent","",328359,"","Mimagoniates_rheocharis","y",NA,"freshwater"
"551",551,551,39,"Moenkhausia xinguensis","Characiformes","Characidae","Moenkhausia",0,"absent","",1095527,"","Moenkhausia_xinguensis","y",NA,"freshwater"
"552",552,552,40,"Oligosarcus pintoi","Characiformes","Characidae","Oligosarcus",0,"absent","",3624795,"","Oligosarcus_pintoi","y",NA,"freshwater"
"553",553,553,41,"Poecilia latipinna","Cyprinodontiformes","Poeciliidae","Poecilia",0,"absent","y",998174,"","Poecilia_latipinna","y",NA,"freshwater"
"554",554,554,42,"Probolodus heterostomus","Characiformes","Characidae","Probolodus",0,"absent","",719847,"","Probolodus_heterostomus","y",NA,NA
"555",555,555,44,"Rhyacichthys aspro","Gobiiformes","Rhyacichthyidae","Rhyacichthys",0,"absent","y",652242,"","Rhyacichthys_aspro","y",NA,"freshwater"
"556",556,556,45,"Salvelinus namaycush","Salmoniformes","Salmonidae","Salvelinus",0,"absent","y",114152,"","Salvelinus_namaycush","y",NA,"freshwater"
"557",557,557,46,"Stygichthys typhlops","Characiformes","Characidae","Stygichthys",0,"absent","",2695,"incertae_sedis_inherited","Stygichthys_typhlops","y",20,"freshwater"
"558",558,558,48,"Pseudocrenilabrus multicolor victoriae","Cichliformes","Cichlidae","Pseudocrenilabrus",0,"absent","",913077,"infraspecific","Pseudocrenilabrus_multicolor victoriae","y",NA,NA
"559",559,559,51,"Lepidocybium flavobrunneum","Scombriformes","Gempylidae","Lepidocybium",0,"absent","",24770,"","Lepidocybium_flavobrunneum","y",23,"saltwater"
"560",560,560,53,"Tetrapturus angustirostris","Istiophoriformes","Istiophoridae","Tetrapturus",0,"absent","",665887,"","Tetrapturus_angustirostris","y",24,"saltwater"
"561",561,561,54,"Kajikia audax","Istiophoriformes","Istiophoridae","Kajikia",0,"absent","",665891,"","Kajikia_audax","y",NA,"saltwater"
"562",562,562,56,"Alopias superciliosus","Lamniformes","Alopiidae","Alopias",0,"absent","",73666,"","Alopias_superciliosus","y",25,"saltwater"
"563",563,563,57,"Pseudocarcharias kamoharai","Lamniformes","Pseudocarchariidae","Pseudocarcharias",0,"absent","",647448,"","Pseudocarcharias_kamoharai","y",NA,"saltwater"
"564",564,564,58,"Prionace glauca","Carcharhiniformes","Carcharhinidae","Prionace",0,"absent","",361523,"","Prionace_glauca","y",30,"saltwater"
"565",565,565,59,"Carcharhinus falciformis","Carcharhiniformes","Carcharhinidae","Carcharhinus",0,"absent","",787198,"","Carcharhinus_falciformis","y",22,"saltwater"
"566",566,566,60,"Lepomis cyanellus","Centrarchiformes","Centrarchidae","Lepomis",0,"absent","",476361,"","Lepomis_cyanellus","y",38,"freshwater"
"567",567,567,62,"Lepisosteus oculatus","Semionotiformes","Lepisosteidae","Lepisosteus",0,"absent","y",1028028,"","Lepisosteus_oculatus","y",NA,"freshwater"
"568",568,568,63,"Poecilia mexicana","Cyprinodontiformes","Poeciliidae","Poecilia",0,"absent","y",6465,"","Poecilia_mexicana","y",NA,"freshwater"
"569",569,569,67,"Oncorhynchus tshawytscha","Salmoniformes","Salmonidae","Oncorhynchus",0,"absent","y",730762,"","Oncorhynchus_tshawytscha","y",NA,"saltwater"
"570",570,570,69,"Xenotilapia ochrogenys","Cichliformes","Cichlidae","Xenotilapia",0,"absent","y",280955,"","Xenotilapia_ochrogenys","y",18,"freshwater"
"571",571,571,70,"Callochromis pleurospilus","Cichliformes","Cichlidae","Callochromis",0,"absent","",702765,"","Callochromis_pleurospilus","y",18,"freshwater"
"572",572,572,71,"Triglachromis otostigma","Cichliformes","Cichlidae","Triglachromis",0,"absent","y",223658,"","Triglachromis_otostigma","y",18,"freshwater"
"573",573,573,72,"Petrochromis orthognathus","Cichliformes","Cichlidae","Petrochromis",0,"absent","y",841737,"","Petrochromis_orthognathus","y",18,"freshwater"
"574",574,574,494,"Microlepidogaster perforatus","Siluriformes","Loricariidae","Microlepidogaster",0,"absent","",949995,"","Microlepidogaster_perforatus","y",NA,NA
"575",575,575,495,"Hypostomus ancistroides","Siluriformes","Loricariidae","Hypostomus",0,"absent","",698168,"","Hypostomus_ancistroides","y",NA,"freshwater"
"576",576,576,496,"Eurycheilichthys pantherinus","Siluriformes","Loricariidae","Eurycheilichthys",0,"absent","",78431,"","Eurycheilichthys_pantherinus","y",NA,"freshwater"
"577",577,577,497,"Acestridium discus","Siluriformes","Loricariidae","Acestridium",0,"absent","",925559,"","Acestridium_discus","y",NA,"freshwater"
"578",578,578,498,"Neoplecostomus langeanii","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",92659,"","Neoplecostomus_langeanii","y",NA,"freshwater"
"579",579,579,499,"Otothyris rostrata","Siluriformes","Loricariidae","Otothyris",0,"absent","",3622970,"","Otothyris_rostrata","y",NA,"freshwater"
"580",580,580,500,"Epactionotus bilineatus","Siluriformes","Loricariidae","Epactionotus",0,"absent","",1013586,"","Epactionotus_bilineatus","y",NA,"freshwater"
"581",581,581,501,"Chauliocheilos saxatilis","Siluriformes","Loricariidae","Chauliocheilos",0,"absent","",6141697,"","Chauliocheilos_saxatilis","y",NA,"freshwater"
"582",582,582,502,"Neoplecostomus microps","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",122084,"","Neoplecostomus_microps","y",NA,"freshwater"
"583",583,583,503,"Oxyropsis wrightiana","Siluriformes","Loricariidae","Oxyropsis",0,"absent","",983234,"","Oxyropsis_wrightiana","y",NA,"freshwater"
"584",584,584,504,"Plesioptopoma curvidens","Siluriformes","Loricariidae","Plesioptopoma",0,"absent","",92600,"","Plesioptopoma_curvidens","y",20,"freshwater"
"585",585,585,506,"Corumbataia cuestae","Siluriformes","Loricariidae","Corumbataia",0,"absent","",969822,"","Corumbataia_cuestae","y",NA,"freshwater"
"586",586,586,507,"Otothyropsis marapoama","Siluriformes","Loricariidae","Otothyropsis",0,"absent","",549974,"","Otothyropsis_marapoama","y",NA,"freshwater"
"587",587,587,508,"Otothyris lophophanes","Siluriformes","Loricariidae","Otothyris",0,"absent","",3622971,"","Otothyris_lophophanes","y",NA,"freshwater"
"588",588,588,509,"Neoplecostomus yapo","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",921240,"","Neoplecostomus_yapo","y",NA,"freshwater"
"589",589,589,510,"Neoplecostomus ribeirensis","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",144216,"","Neoplecostomus_ribeirensis","y",NA,"freshwater"
"590",590,590,511,"Otocinclus affinis","Siluriformes","Loricariidae","Otocinclus",0,"absent","",122089,"","Otocinclus_affinis","y",NA,"freshwater"
"591",591,591,512,"Schizolecis guntheri","Siluriformes","Loricariidae","Schizolecis",0,"absent","",950003,"","Schizolecis_guntheri","y",NA,NA
"592",592,592,513,"Pareiorhina rudolphi","Siluriformes","Loricariidae","Pareiorhina",0,"absent","",1076718,"","Pareiorhina_rudolphi","y",NA,"freshwater"
"593",593,593,514,"Neoplecostomus selenae","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",856545,"","Neoplecostomus_selenae","y",NA,"freshwater"
"594",594,594,515,"Isbrueckerichthys duseni","Siluriformes","Loricariidae","Isbrueckerichthys",0,"absent","",549964,"","Isbrueckerichthys_duseni","y",NA,"freshwater"
"595",595,595,516,"Gymnotocinclus anosteos","Siluriformes","Loricariidae","Gymnotocinclus",0,"absent","",406942,"","Gymnotocinclus_anosteos","y",NA,"freshwater"
"596",596,596,517,"Parotocinclus jumbo","Siluriformes","Loricariidae","Parotocinclus",0,"absent","",346677,"","Parotocinclus_jumbo","y",NA,"freshwater"
"597",597,597,518,"Pareiorhina carrancas","Siluriformes","Loricariidae","Pareiorhina",0,"absent","",144230,"","Pareiorhina_carrancas","y",NA,"freshwater"
"598",598,598,519,"Parotocinclus prata","Siluriformes","Loricariidae","Parotocinclus",0,"absent","",3622952,"","Parotocinclus_prata","y",20,"freshwater"
"599",599,599,520,"Parotocinclus maculicauda","Siluriformes","Loricariidae","Parotocinclus",0,"absent","y",376395,"","Parotocinclus_maculicauda","y",NA,"freshwater"
"600",600,600,521,"Hisonotus francirochai","Siluriformes","Loricariidae","Hisonotus",0,"absent","",643600,"","Hisonotus_francirochai","y",NA,"freshwater"
"601",601,601,522,"Curculionichthys insperatus","Siluriformes","Loricariidae","Curculionichthys",0,"absent","",7065742,"","Curculionichthys_insperatus","y",NA,"freshwater"
"602",602,602,523,"Neoplecostomus corumba","Siluriformes","Loricariidae","Neoplecostomus",0,"absent","",650420,"","Neoplecostomus_corumba","y",NA,"freshwater"
"603",603,603,524,"Kronichthys subteres","Siluriformes","Loricariidae","Kronichthys",0,"absent","",969748,"","Kronichthys_subteres","y",NA,"freshwater"
"604",604,604,525,"Hisonotus notatus","Siluriformes","Loricariidae","Hisonotus",0,"absent","",1078512,"","Hisonotus_notatus","y",NA,"freshwater"
"605",605,605,526,"Pareiorhaphis hystrix","Siluriformes","Loricariidae","Pareiorhaphis",0,"absent","",108998,"","Pareiorhaphis_hystrix","y",NA,"freshwater"
"606",606,606,527,"Rhinolekos britskii","Siluriformes","Loricariidae","Rhinolekos",0,"absent","",3623092,"","Rhinolekos_britskii","y",NA,"freshwater"
"607",607,607,529,"Rhinelepis aspera","Siluriformes","Loricariidae","Rhinelepis",0,"absent","",1007247,"","Rhinelepis_aspera","y",20,"freshwater"
"608",608,608,530,"Rineloricaria lanceolata","Siluriformes","Loricariidae","Rineloricaria",0,"absent","",636429,"","Rineloricaria_lanceolata","y",NA,"freshwater"
"609",609,609,531,"Rineloricaria latirostris","Siluriformes","Loricariidae","Rineloricaria",0,"absent","",3622736,"","Rineloricaria_latirostris","y",NA,"freshwater"
"610",610,610,532,"Scleromystax barbatus","Siluriformes","Callichthyidae","Scleromystax",0,"absent","",841695,"","Scleromystax_barbatus","y",NA,"freshwater"
"611",611,611,600,"Neolebias unifasciatus","Characiformes","Distichodontidae","Neolebias",0,"absent","",3624643,"","Neolebias_unifasciatus","y",NA,NA
