"","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","latitude","salinity","climate","Spawning","RepGuild1","RepGuild2","AddInfos","FeedingType","diel","diel1","diel2","diel_continuous"
"489","Labeo rohita","Cypriniformes","Cyprinidae","Labeo",NA,"present","y",160616,"sibling_higher","Labeo_rohita",NA,NA,"freshwater","tropical","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","Spawns in middle reaches of rivers, where flood water spreads in more or less limpid shallows over fertile flats, well above tidal reaches; also in reservoirs and bundh-type tanks.",NA,"diurnal","diurnal","diurnal",3
"490","Lates calcarifer","Acanthomorphata","Centropomidae","Lates",NA,"present","y",437601,"incertae_sedis_inherited","Lates_calcarifer",NA,13,"saltwater","tropical",NA,"nonguarders","open water/substratum egg scatterers","Breed in estuaries throughout the Indo-Pacific. Maturing male barramundi migrate downstream from freshwater habitats at the start of the wet (monsoon) season to spawn with resident females in estuaries (Ref. 27132) and on tidal flats outside the mouths of rivers (Ref. 6390).
Barramundi spawn on the full moon and new moon, primarily at the beginning of an incoming tide which carries the eggs into the estuary (Ref. 28135).
Barramundi are broadcast spawners that aggregate to spawn (Ref. 6390). Spawning aggregations occur in or around the mouths of rivers (Ref. 28132). While adults and juveniles are capable of living in fresh water, brackish waters are required for embryonic development (Ref. 6136). Female barramundi are capable of producing large numbers of eggs, with estimates as high as 2.3 million eggs per kg of body weight (Ref. 28134).
Barramundi are protandrous hermaphrodites, i.e., they undergo sex reversion during their life cycle. Females are generally absent in the smaller length classes, but dominate larger length classes. Most barramundi mature first as males and function as males for one or more spawning seasons before undergoing sex inversion. A few females will develop directly from immature fish (Ref. 28132). Similarly, some males may never undergo sex inversion (Ref. 28132).  Also Ref. 103751.",NA,NA,NA,NA,NA
"491","Channa argus","Anabantiformes","Channidae","Channa",NA,"present","y",229205,NA,"Channa_argus",NA,38,"freshwater","temperate",NA,"guarders","clutch tenders",NA,NA,"nocturnal","nocturnal","nocturnal",-2
"492","Sparus aurata","Spariformes","Sparidae","Sparus",NA,"present","y",760723,NA,"Sparus_aurata",NA,NA,"saltwater","subtropical",NA,"nonguarders","open water/substratum egg scatterers","Males become females at about 3 years of age (Ref. 2715, 28504). Protandric hermaphrodite species, maturing first as male (during the first or second year of age) and after the second or third year of age, as female. Spawning happens generally from October to December, with sequenced spawning during the whole period. Incubation lasts about 2 days at 16-1 7°C. Larval stages last about 50 days at 1 7.5°C or about 43
days at 20°C. Egg size 0.9-1.1 mm, larval length at hatching 2.5-3.0 mm.  Simultaneous hermaphroditism is suggested for this species (Ref. 103751).",NA,"diurnal","diurnal","diurnal",5
"493","Lateolabrax maculatus","Pempheriformes","Lateolabracidae","Lateolabrax",NA,"present","y",331155,NA,"Lateolabrax_maculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Oncorhynchus nerka","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","y",165375,NA,"Oncorhynchus_nerka",NA,87,"saltwater","boreal, temperate","once in a lifetime","guarders","Brood hiders","Adult sockeyes return to natal streams to spawn. This occurs during summer and fall and as late as December in the southern part of the range. The female selects a site, usually with gravel bottom, and digs a nest. During nest building, the female is attended by a dominant male and a few subordinate males. At this stage, females tend to be aggressive toward other females and subordinate males; males are aggressive toward other males. Between digging acts, the female will rest over the pit while the dominant male courts her. Once the nest is completed, the female enters the nest, followed immediately by the dominant male who comes close beside her. Their mouths gape, and the pair vibrates to release eggs and sperm. One or more subordinate males may come to the other side of the female and join in the spawning. The female then moves to the upstream edge of the nest and digs again, covering the old nest, at the same time creating a new one just upstream from the previous one. A female normally needs 3 to 5 days to deposit all her eggs and utilizes 3 to 5 nests for this purpose. She may spawn with several dominant males. A male may breed with several females. All adult sockeye die after spawning (Ref. 27547).
Reproductive strategy: synchronous ovarian organization, determinate fecundity (Ref. 51846).",NA,"crepuscular/diurnal","diurnal","crepuscular",4
"495","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Oncorhynchus",1,"present","y",739927,NA,"Oncorhynchus_gorbuscha",NA,97,"saltwater","boreal","once in a lifetime","nonguarders","brood hiders","Adults develop secondary sexual characteristics during their upstream migration (Ref. 1998), which occurs any time from June to late September, depending on location (Ref. 27547).  Male develop a humpback, an enlarged head and large teeth on both jaws that form a pronounced hooked type (Ref. 59043).  The upstream run seems to be triggered by high water (Ref. 27547).  Female builds the redd by lying on one side and using its tail, it displaces silt and light gravel to produce a deep trough.  Male spends most of the time driving off intruding males. When the redd is completed, the female drops into it, followed immediately by the male. They open their mouths, vibrate and release eggs and sperm. In some cases, several males spawn with a single female. The eggs are then covered as the female digs a new redd at the upstream edge of the previous one. Adults live up to a few weeks after spawning before they die (Ref. 1998, 27547).  Reported to die 10-20 days after spawning (Ref. 59043). About 1200-1800 eggs are laid. After hatching and the yellow egg yolk is absorbed, if the hatchling doesn't have a parr mark they go to the ocean and come again to the same birthplace stream the next year during spring after growing for 16-18 months.  Survival rates are low, at 1-25% (taken from a Canadian river)  (Ref. 12218).  Reproductive strategy: synchronous ovarian organization, determinate fecundity (Ref. 51846).",NA,"unclear","unclear/crepuscular","unclear",NA
"496","Oncorhynchus keta","Salmoniformes","Salmonidae","Oncorhynchus",1,"present","y",739921,NA,"Oncorhynchus_keta",NA,95,"saltwater","boreal","once in a lifetime","nonguarders","brood hiders","Enters freshwater during advanced stage of sexual development and spawning occurs almost immediately (Ref. 1998). Spawning occurs at depths of ~3 meters, current speeds of ~20cm/sec. near the head waters over sand and pebbles at 4-11° C water temperature. At spawning time the female excavates a hole of around 1 meter diameter and 50 cm depth before spawning can occur (Ref. 12218). Nest building is done by the female by lying on one side and lashing its tail to displace the sand and silt on the river bed. The pair then settles in the nest, mouths gape, and with rapid vibration of the pair, eggs and milt are released. The female then covers the nest. Males are aggressive and may spawn with different females; females likewise may spawn with other males and therefore builds different nests. Adults die after a week (Ref. 1998). A fish spawns 700-7,000 eggs in two to three egg releases. Eggs are ~300-3,500 per spawn. Egg size is ~6.7 mm,  water temp. is 8-10°C at 60 days before hatching.  Larva size is around 16 mm. Come springtime the juveniles go to the ocean and come back 3-4 years later to their exact birthplace. This fish reaches maturity in 2-4 years. Larvae are found around the spawning site, Juveniles are found around the coast. Juveniles migrate to the ocean at ~27-45 mm during February at water temperatures around 4° C (Ref. 12218).
Reproductive strategy: synchronous ovarian organization, determinate fecundity (Ref. 51846).",NA,NA,NA,NA,NA
"497","Salvelinus leucomaenis pluvius","Salmoniformes","Salmonidae","Salvelinus",3,"present",NA,688314,"infraspecific","Salvelinus_leucomaenis pluvius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Atractosteus tropicus","Semionotiformes","Lepisosteidae","Atractosteus",1,"present",NA,124014,NA,"Atractosteus_tropicus",NA,63,"freshwater",NA,NA,"nonguarders","open water/substratum egg scatterers",NA,NA,NA,NA,NA,NA
"499","Eptatretus atami","Myxiniformes","Myxinidae","Eptatretus",0,"absent",NA,995305,NA,"Eptatretus_atami",NA,96,"saltwater","subtropical, temperate",NA,"nonguarders",NA,"Copulatory organ absent. The gonads of hagfishes are situated in the peritoneal cavity. The ovary is found in the anterior portion of the gonad, and the testis is found in the posterior part. The animal becomes female if the cranial part of the gonad develops or male if the caudal part undergoes differentiation. If none develops, then the animal becomes sterile. If both anterior and posterior parts develop, then the animal becomes a functional hermaphrodite. However, hermaphroditism being characterised as functional needs to be validated by more reproduction studies (Ref. 51361 ).",NA,NA,NA,NA,NA
"500","Macropodus opercularis","Anabantiformes","Osphronemidae","Macropodus",0,"absent","y",1033367,NA,"Macropodus_opercularis",NA,54,"freshwater","temperate, tropical",NA,"guarders","nesters","The species is a bubble-nest builder; the male swims to the surface, draws a little air into his mouth and envelops it in a film of saliva thereby forming bubbles; upon building the nest, the male drives the female towards it; female spawns then male follows; male picks up the fertilized eggs in his mouth and pushes one by one into each bubble of the nest; male guards eggs until hatching (Ref. 5258). Produces up to 500 eggs (Ref. 1672).",NA,"diurnal","diurnal","diurnal",2
"501","Gymnotus carapo","Gymnotiformes","Gymnotidae","Gymnotus",NA,"present",NA,445408,NA,"Gymnotus_carapo",NA,26,"freshwater","tropical",NA,"guarders","nesters","Parental care is provided by the male. The male sits on a depression with its anal fin expanded horizontally guarding a cluster of larvae.  More larvae are spread out in leaf litter up to 2 m away (Ref. 55570).",NA,"nocturnal","nocturnal","nocturnal",-5
"502","Parablennius incognitus","Blenniiformes","Blenniidae","Parablennius",NA,"present",NA,586329,NA,"Parablennius_incognitus",NA,41,"saltwater","subtropical",NA,"guarders","nesters","Oviparous, distinct pairing (Ref. 205).",NA,"diurnal","diurnal","diurnal",1
"503","Totoaba macdonaldi","Perciformes","Sciaenidae","Totoaba",3,"present",NA,750990,NA,"Totoaba_macdonaldi",NA,84,"saltwater","subtropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"unclear","unclear/crepuscular","unclear",NA
"504","Ameiurus nebulosus","Siluriformes","Ictaluridae","Ameiurus",3,"present",NA,804481,NA,"Ameiurus_nebulosus",NA,83,"freshwater","boreal, temperate",NA,"guarders","nesters","Nests are built by one or both sexes. After a period of caressing each other with their barbels, male and female settle over the nest, face opposite directions (while maintaining body contact) and spawn. Although eggs are cared for by one or both parents, there have been reports of parents eating their own eggs. Caring entails fanning by the paired fins, moving and stirring by the barbels, and may be picked up  and ejected from the mouth; this ensures hatching.",NA,"nocturnal","nocturnal","nocturnal",-1
"505","Myxocyprinus asiaticus","Cypriniformes","Catostomidae","Myxocyprinus",NA,"present","y",141409,NA,"Myxocyprinus_asiaticus",NA,45,"freshwater",NA,NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",1
"506","Oncorhynchus kisutch","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","y",739917,NA,"Oncorhynchus_kisutch",NA,86,"saltwater","temperate","once in a lifetime","nonguarders","brood hiders","Adults migrate from the sea or lake, school at mouths of rivers, and move upstream when rains increase river flow (Ref. 1998). As a rule, the winter entries (December and January) occur in the southern part of the range, with appearance in fresh water becoming progressively earlier to the north (Ref. 30381, 30382, 30383). At the spawning area, the female finds a spot and digs a pitt. At this point she is aggressive toward other females. While digging, an attendant male courts her or is busy driving away other males. As soon as the pitt is completed, the female drops into it and is immediately followed by the male. The pair are side by side, they open their mouth, quiver and release egg and sperm (Ref. 27547). At this point, other males move in and release sperm into the nest (Ref. 1998). The female quickly moves to the upstream edge of the nest and starts digging a new pitt, covering the eggs. The whole process is repeated for several days until the female deposits all her eggs. The male then leaves and may seek another female. The spent female usually continues to dig, until she dies (Ref. 27547).
Reproductive strategy: synchronous ovarian organization, determinate fecundity (Ref. 51846).",NA,"diurnal","diurnal","diurnal",3
"507","Ophiodon elongatus","Perciformes","Hexagrammidae","Ophiodon",3,"present","y",849032,NA,"Ophiodon_elongatus",NA,84,"saltwater","boreal, subtropical, temperate",NA,"guarders","nesters","Eggs are deposited in crevices or under rocks (Ref. 6885). Male guards the eggs until they hatch.",NA,"diurnal","diurnal","diurnal",4
"508","Rineloricaria heteroptera","Siluriformes","Loricariidae","Rineloricaria",0,"absent",NA,3622766,NA,"Rineloricaria_heteroptera",NA,26,"freshwater","tropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",3
"509","Opsanus tau","Batrachoidiformes","Batrachoididae","Opsanus",3.5,"present",NA,62631,NA,"Opsanus_tau",NA,70,"saltwater","subtropical, temperate",NA,"guarders","nesters",NA,NA,"nocturnal","nocturnal","nocturnal",-3
"510","Periophthalmus modestus","Gobiiformes","Gobiidae","Periophthalmus",0,"absent","y",736100,NA,"Periophthalmus_modestus",NA,40,"freshwater","subtropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",3
"511","Odontobutis sinensis","Gobiiformes","Odontobutidae","Odontobutis",0,"absent",NA,755258,NA,"Odontobutis_sinensis",NA,77,"freshwater","temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Polypterus senegalus","Polypteriformes","Polypteridae","Polypterus",NA,"present","y",1064124,NA,"Polypterus_senegalus",NA,10,"freshwater","tropical","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","In <i>Polypterus senegalus</i> courtship starts with a series of leaps from the surface by usually only one of the pair at a time, followed by a slow descent through the water; after a while the male stays very close to the female and at times the female will remain motionless in the water and the male will come up to her from behind and nudge her with sidewise movements of his head; the enlarged and swollen anal fin of the male is folded in a cup-like fashion and is used to brush the female (Ref. 42791). No nest is constructed, but the eggs are laid a few at a time throughout the thick vegetation (Ref. 42791). The larvae, which move about with the male parent in a dense school, are provided with accessory gills and appear very salamander-like (Ref. 42791).",NA,"nocturnal","nocturnal","nocturnal",-2
"513","Salmo trutta fario","Salmoniformes","Salmonidae","Salmo",3.5,"present",NA,883834,"infraspecific","Salmo_trutta fario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Salmo trutta","Salmoniformes","Salmonidae","Salmo",NA,"present","y",688332,NA,"Salmo_trutta",NA,47,"freshwater","temperate","one clear seasonal peak per year","nonguarders","brood hiders","Female covers the eggs by restirring the sand and fine gravel (Ref. 9696). After hatching at 12 mm, larval brown trout remain in the gravel for 2-3 weeks until they are about 25 mm long, when they emerge to begin feeding in the water column. Brown trout are territorial and begin establishing territories as juveniles. Juvenile trout from lake populations move from their natal inlets to lakes during the first 2 years of life (Ref. 6390).",NA,"crepuscular","unclear/crepuscular","crepuscular",NA
"515","Salvelinus alpinus","Salmoniformes","Salmonidae","Salvelinus",NA,"present","y",688324,NA,"Salvelinus_alpinus",NA,NA,"saltwater","boreal, polar","one clear seasonal peak per year","nonguarders","brood hiders","Males are generally territorial but when females start showing spawning behavior, males pair up with females and lose interest in their territories. Spawning takes place at almost any time of the day. A female invades a males territory and finds a suitable spot for a redd. Once a spot has been selected, she starts digging. While the female is digging, the male courts her by circling around her and then gliding along her side and quivering. When the redd is completed, the pair release egg and sperm. The pair then swim forward out of the nest, often still ejecting sex products. This may be repeated up to 5 times before the female begins to cover the eggs. The female then digs at the edge of the pit, covering the eggs and beginning the next redd (Ref. 27547). Males often mate with more than one female, taking the second mate after the first has exhausted the eggs. Sometimes, a female will mate successively with two or more males (Ref. 28968, 28969). Several days are usually required for females to deposit all their eggs (Ref. 27547).",NA,"crepuscular/diurnal","diurnal","crepuscular",5
"516","Sander vitreus","Perciformes","Percidae","Sander",0,"absent","y",557687,NA,"Sander_vitreus",NA,83,"freshwater","boreal, temperate","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","Spawning occurs in small groups (a larger female and two smaller males or two females and up to six males) that engage in chasing, circular swimming, and fin erection. The group then ascends to shallow water, females roll on their side, and eggs and sperm are released. Deposition of eggs usually occurs in a single night (Ref. 1998). Larvae pelagic (Ref. 7471).",NA,"crepuscular/nocturnal","nocturnal","crepuscular",-4
"517","Sebastes oblongus","Perciformes","Sebastidae","Sebastes",3.5,"present","y",778325,"sibling_higher","Sebastes_oblongus",NA,96,"saltwater","subtropical, temperate",NA,"bearers","internal live bearers",NA,NA,NA,NA,NA,NA
"518","Chimaera phantasma","Chimaeriformes","Chimaeridae","Chimaera",NA,"present",NA,194652,NA,"Chimaera_phantasma",NA,28,"saltwater","subtropical, temperate, tropical",NA,"nonguarders","open water/substratum egg scatterers","Oviparous (Ref. 205).",NA,NA,NA,NA,NA
"519","Mustelus manazo","Carcharhiniformes","Triakidae","Mustelus",NA,"present",NA,573813,NA,"Mustelus_manazo",NA,31,"saltwater","tropical",NA,"bearers","internal live bearers","Ovoviviparous, embryos feed solely on yolk (Ref. 50449), with 1 to 22 (Ref.58048 reports 5-14)young in a litter. Gestation period takes about 10 months (Ref. 244) or 11-12 months (Ref. 28055). Young born in spring.  Distinct pairing with embrace (Ref. 205).",NA,NA,NA,NA,NA
"520","Etmopterus brachyurus","Squaliformes","Etmopteridae","Etmopterus",NA,"present",NA,624099,NA,"Etmopterus_brachyurus",NA,32,"saltwater","subtropical, tropical",NA,"bearers","internal live bearers","Distinct pairing with embrace (Ref. 205).",NA,NA,NA,NA,NA
"521","Centroscymnus coelolepis","Squaliformes","Somniosidae","Centroscymnus",NA,"present",NA,304656,NA,"Centroscymnus_coelolepis",NA,45,"saltwater","temperate",NA,"bearers","internal live bearers","Ovoviviparous (Ref. 6871), with 13 to 29 young per litter (Ref. 26346). Born at 27-31 cm (Ref. 26346). Distinct pairing with embrace (Ref. 205).",NA,NA,NA,NA,NA
"522","Centroscymnus owstoni","Squaliformes","Somniosidae","Centroscymnus",NA,"present",NA,745562,NA,"Centroscymnus_owstoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Deania hystricosa","Squaliformes","Centrophoridae","Deania",NA,"present",NA,832506,NA,"Deania_hystricosa",NA,68,"saltwater","subtropical",NA,"bearers","internal live bearers","Ovoviviparous, embryos feed solely on yolk (Ref. 50449).  Distinct pairing with embrace (Ref. 205).",NA,NA,NA,NA,NA
"524","Centrophorus squamosus","Squaliformes","Centrophoridae","Centrophorus",NA,"present",NA,449785,NA,"Centrophorus_squamosus",NA,39,"saltwater","subtropical",NA,"bearers","internal live bearers","Ovoviviparous, embryos feed solely on yolk (Ref. 50449).  Young numbers 5-8 in a litter (Ref. 6871). Size at birth 35-43 cm (Ref. 26346). Distinct pairing with embrace (Ref. 205).",NA,"unclear","unclear/crepuscular","unclear",NA
"525","Okamejei kenojei","Rajiformes","Rajidae","Okamejei",NA,"present",NA,167107,NA,"Okamejei_kenojei",NA,34,"saltwater","subtropical","throughout the year, but peaking once","nonguarders","open water/substratum egg scatterers","Oviparous, paired eggs are laid mainly at night (Ref. 44760).  Batches of eggs are laid in three to six-day interval on sand bottom. Embryos feed solely on yolk (Ref. 50449).  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).",NA,"nocturnal","nocturnal","nocturnal",-2
"526","Aluterus scriptus","Tetraodontiformes","Monacanthidae","Aluterus",NA,"present",NA,959206,NA,"Aluterus_scriptus",NA,NA,"saltwater","tropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",2
"527","Xiphophorus maculatus","Cyprinodontiformes","Poeciliidae","Xiphophorus",0,"absent","y",416852,NA,"Xiphophorus_maculatus",NA,50,"freshwater",NA,NA,"bearers","internal live bearers","After 24 to 30 days gestation, 20 to 80 young are born (Ref 7020).",NA,"diurnal","diurnal","diurnal",1
"528","Corydoras acutus","Siluriformes","Callichthyidae","Corydoras",0,"absent",NA,360624,NA,"Corydoras_acutus",NA,26,"freshwater","tropical",NA,"nonguarders","brood hiders","The female holds 2-4 eggs between her pelvic fins, where the male fertilizes them for about 30 seconds. Only then the female swims to a suitable spot, where she attaches the very sticky eggs. The pair repeats this process until about 100 eggs have been fertilized and attached (Ref. 1672).",NA,"nocturnal","nocturnal","nocturnal",-4
"529","Trichogenes longipinnis","Siluriformes","Trichomycteridae","Trichogenes",0,"absent",NA,817998,NA,"Trichogenes_longipinnis",NA,63,"freshwater","tropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",1
"530","Anabas testudineus","Anabantiformes","Anabantidae","Anabas",NA,"present","y",896431,NA,"Anabas_testudineus",NA,13,"freshwater","tropical","one clear seasonal peak per year","guarders","clutch tenders","Guards eggs at the surface of hypoxic waters (Ref. 7471).",NA,"diurnal","diurnal","diurnal",1
