"","X","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","climate"
"274",274,"Nipponocypris temminckii","Cypriniformes","Cyprinidae","Nipponocypris",1,"present","",361232,"","Nipponocypris_temminckii","","subtropical"
"275",275,"Acanthogobius flavimanus","Gobiiformes","Gobiidae","Acanthogobius",1.5,"present","",705150,"","Acanthogobius_flavimanus","","subtropical, temperate, tropical"
"276",276,"Acestrorhynchus altus","Characiformes","Acestrorhynchidae","Acestrorhynchus",1.5,"present","y",845247,"","Acestrorhynchus_altus","","tropical"
"277",277,"Acipenser ruthenus","Acipenseriformes","Acipenseridae","Acipenser",2.25,"present","y",378930,"","Acipenser_ruthenus","","temperate"
"278",278,"Bunocephalus coracoideus","Siluriformes","Aspredinidae","Bunocephalus",1.5,"present","",693715,"","Bunocephalus_coracoideus","","tropical"
"279",279,"Catoprion mento","Characiformes","Serrasalmidae","Catoprion",1.5,"present","",597343,"","Catoprion_mento","","tropical"
"280",280,"Chilodus punctatus","Characiformes","Chilodontidae","Chilodus",1.5,"present","",442783,"","Chilodus_punctatus","","tropical"
"281",281,"Synaptura selheimi","Pleuronectiformes","Soleidae","Brachirus",1.5,"present","",3640687,"","Synaptura_selheimi","","NA"
"282",282,"Glossogobius olivaceus","Gobiiformes","Gobiidae","Glossogobius",1.5,"present","",80171,"","Glossogobius_olivaceus","","subtropical"
"283",283,"Gyrinocheilus aymonieri","Cypriniformes","Gyrinocheilidae","Gyrinocheilus",1.5,"present","",341392,"","Gyrinocheilus_aymonieri","","tropical"
"284",284,"Hippocampus coronatus","Syngnathiformes","Syngnathidae","Hippocampus",1.5,"present","",503882,"","Hippocampus_coronatus","","temperate"
"285",285,"Macrognathus aculeatus","Synbranchiformes","Mastacembelidae","Macrognathus",2.25,"present","",758692,"","Macrognathus_aculeatus","","tropical"
"286",286,"Malapterurus electricus","Siluriformes","Malapteruridae","Malapterurus",1.5,"present","",566351,"","Malapterurus_electricus","","tropical"
"287",287,"Mastacembelus erythrotaenia","Synbranchiformes","Mastacembelidae","Mastacembelus",1.5,"present","",633395,"","Mastacembelus_erythrotaenia","","tropical"
"288",288,"Plotosus lineatus","Siluriformes","Plotosidae","Plotosus",1.5,"present","y",949069,"","Plotosus_lineatus","","tropical"
"289",289,"Tridentiger trigonocephalus","Gobiiformes","Gobiidae","Tridentiger",1.5,"present","",98400,"","Tridentiger_trigonocephalus","","temperate"
"290",290,"Abudefduf abdominalis","Acanthomorphata","Pomacentridae","Abudefduf",3,"present","",809329,"incertae_sedis_inherited","Abudefduf_abdominalis","","tropical"
"291",291,"Acanthopagrus schlegelii","Spariformes","Sparidae","Acanthopagrus",3,"present","y",380194,"","Acanthopagrus_schlegelii","","subtropical"
"292",292,"Acaronia nassa","Cichliformes","Cichlidae","Acaronia",3,"present","",170137,"","Acaronia_nassa","","tropical"
"293",293,"Acestrorhynchus falcatus","Characiformes","Acestrorhynchidae","Acestrorhynchus",3,"present","",845253,"","Acestrorhynchus_falcatus","","tropical"
"294",294,"Acipenser fulvescens","Acipenseriformes","Acipenseridae","Acipenser",3,"present","",698270,"","Acipenser_fulvescens","","temperate"
"295",295,"Acnodon normani","Characiformes","Serrasalmidae","Acnodon",3,"present","",179103,"","Acnodon_normani","","tropical"
"296",296,"Aeoliscus strigatus","Syngnathiformes","Centriscidae","Aeoliscus",3,"present","y",652346,"incertae_sedis_inherited","Aeoliscus_strigatus","","tropical"
"297",297,"Agamyxis pectinifrons","Siluriformes","Doradidae","Agamyxis",3,"present","",50909,"","Agamyxis_pectinifrons","","tropical"
"298",298,"Akarotaxis nudiceps","Perciformes","Bathydraconidae","Akarotaxis",3.25,"present","y",682053,"","Akarotaxis_nudiceps","","polar, subtropical"
"299",299,"Allenbatrachus grunniens","Batrachoidiformes","Batrachoididae","Allenbatrachus",3,"present","",706464,"","Allenbatrachus_grunniens","","tropical"
"300",300,"Amphiprion clarkii","Acanthomorphata","Pomacentridae","Amphiprion",3,"present","y",674637,"incertae_sedis_inherited","Amphiprion_clarkii","","tropical"
"301",301,"Anguilla japonica","Anguilliformes","Anguillidae","Anguilla",3,"present","y",854198,"","Anguilla_japonica","","subtropical"
"302",302,"Anoplopoma fimbria","Perciformes","Anoplopomatidae","Anoplopoma",1,"present","y",441856,"","Anoplopoma_fimbria","","boreal, polar, subtropical, temperate"
"303",303,"Arctoscopus japonicus","Perciformes","Trichodontidae","Arctoscopus",3,"present","",883978,"","Arctoscopus_japonicus","","polar, subtropical"
"304",304,"Asterropteryx semipunctata","Gobiiformes","Gobiidae","Asterropteryx",3,"present","",37552,"","Asterropteryx_semipunctata","","tropical"
"305",305,"Barbus petenyi","Cypriniformes","Cyprinidae","Barbus",3,"present","",763568,"","Barbus_petenyi","","subtropical"
"306",306,"Bathygobius fuscus","Gobiiformes","Gobiidae","Bathygobius",3,"present","",877729,"","Bathygobius_fuscus","","tropical"
"307",307,"Batrochoglanis raninus","Siluriformes","Pseudopimelodidae","Batrochoglanis",3,"present","",9881,"","Batrochoglanis_raninus","","tropical"
"308",308,"Brycon orbignyanus","Characiformes","Bryconidae","Brycon",3,"present","",206748,"","Brycon_orbignyanus","","tropical"
"309",309,"Bujurquina vittata","Cichliformes","Cichlidae","Bujurquina",3,"present","y",498815,"","Bujurquina_vittata","","tropical"
"310",310,"Centropyge bispinosa","Perciformes","Pomacanthidae","Centropyge",3,"present","",439843,"","Centropyge_bispinosa","","tropical"
"311",311,"Cephalosilurus fowleri","Siluriformes","Pseudopimelodidae","Cephalosilurus",3.25,"present","",3624192,"","Cephalosilurus_fowleri","","tropical"
"312",312,"Chaca chaca","Siluriformes","Chacidae","Chaca",3,"present","",45408,"","Chaca_chaca","","tropical"
"313",313,"Chaetobranchus flavescens","Cichliformes","Cichlidae","Chaetobranchus",3,"present","",744497,"","Chaetobranchus_flavescens","","tropical"
"314",314,"Chaetodon vagabundus","Chaetodontiformes","Chaetodontidae","Chaetodon",3,"present","",655872,"","Chaetodon_vagabundus","","tropical"
"315",315,"Channa sp.","Anabantiformes","Channidae","Channa",3,"present","",983868,"not_otu","Channa_sp.","","NA"
"316",316,"Chrysiptera cyanea","Acanthomorphata","Pomacentridae","Chrysiptera",3,"present","y",43505,"incertae_sedis_inherited","Chrysiptera_cyanea","","tropical"
"317",317,"Cichla kelberi","Cichliformes","Cichlidae","Cichla",3,"present","",187228,"","Cichla_kelberi","","tropical"
"318",318,"Cichlasoma dimerus","Cichliformes","Cichlidae","Cichlasoma",3,"present","",607611,"sibling_higher","Cichlasoma_dimerus","","tropical"
"319",319,"Thorichthys meeki","Cichliformes","Cichlidae","Thorichthys",3,"present","",207017,"","Thorichthys_meeki","","NA"
"320",320,"Cichlasoma paranaense","Cichliformes","Cichlidae","Cichlasoma",3,"present","",167686,"sibling_higher","Cichlasoma_paranaense","","tropical"
"321",321,"Cirrhinus mrigala","Cypriniformes","Cyprinidae","Cirrhinus",3,"present","y",10821,"","Cirrhinus_mrigala","","subtropical, tropical"
"322",322,"Coregonus lavaretus","Salmoniformes","Salmonidae","Coregonus",2,"present","y",872355,"","Coregonus_lavaretus","","temperate"
"323",323,"Cottus pollux","Perciformes","Cottidae","Cottus",3,"present","",1000752,"","Cottus_pollux","","subtropical"
"324",324,"Cruciglanis pacifici","Siluriformes","Pseudopimelodidae","Cruciglanis",3,"present","",3624195,"","Cruciglanis_pacifici","","tropical"
"325",325,"Ctenopoma acutirostre","Anabantiformes","Anabantidae","Ctenopoma",3,"present","",774818,"","Ctenopoma_acutirostre","",""
"326",326,"Dascyllus aruanus","Acanthomorphata","Pomacentridae","Dascyllus",3,"present","",49239,"incertae_sedis_inherited","Dascyllus_aruanus","","tropical"
"327",327,"Decapterus maruadsi","Carangiformes","Carangidae","Decapterus",3,"present","y",766162,"","Decapterus_maruadsi","","tropical"
"328",328,"Dictyosoma burgeri","Perciformes","Stichaeidae","Dictyosoma",3,"present","",783192,"","Dictyosoma_burgeri","","subtropical, temperate"
"329",329,"Dissostichus eleginoides","Perciformes","Nototheniidae","Dissostichus",3,"present","y",1040385,"","Dissostichus_eleginoides","","polar, temperate"
"330",330,"Ditrema temminckii","Acanthomorphata","Embiotocidae","Ditrema",3,"present","",43516,"incertae_sedis_inherited","Ditrema_temminckii","","temperate"
"331",331,"Doederleinia berycoides","Pempheriformes","Acropomatidae","Doederleinia",3,"present","",1005375,"","Doederleinia_berycoides","","tropical"
"332",332,"Pholis nebulosa","Perciformes","Pholidae","Pholis",3,"present","",1084060,"","Pholis_nebulosa","","subtropical"
"333",333,"Entomacrodus stellifer","Blenniiformes","Blenniidae","Entomacrodus",3,"present","",3639477,"","Entomacrodus_stellifer","","subtropical, tropical"
"334",334,"Eopsetta grigorjewi","Pleuronectiformes","Pleuronectidae","Eopsetta",3.25,"present","",331920,"","Eopsetta_grigorjewi","","subtropical"
"335",335,"Hyporthodus septemfasciatus","Perciformes","Serranidae","Hyporthodus",3,"present","",481019,"","Hyporthodus_septemfasciatus","","subtropical, temperate"
"336",336,"Epinephelus coioides","Perciformes","Serranidae","Epinephelus",3.25,"present","y",457795,"","Epinephelus_coioides","","tropical"
"337",337,"Favonigobius gymnauchen","Gobiiformes","Gobiidae","Favonigobius",3,"present","",100808,"","Favonigobius_gymnauchen","","tropical"
"338",338,"Pseudanthias squamipinnis","Perciformes","Serranidae","Pseudanthias",3,"present","",26905,"","Pseudanthias_squamipinnis","","tropical"
"339",339,"Gadus macrocephalus","Gadiformes","Gadidae","Gadus",3,"present","y",56885,"","Gadus_macrocephalus","","polar"
"340",340,"Gasterosteus aculeatus","Perciformes","Gasterosteidae","Gasterosteus",3,"present","y",401066,"","Gasterosteus_aculeatus","","temperate"
"341",341,"Gasterosteus aculeatus aculeatus","Perciformes","Gasterosteidae","Gasterosteus",3,"present","y",111122,"infraspecific","Gasterosteus_aculeatus aculeatus","","NA"
"342",342,"Girella punctata","Centrarchiformes","Kyphosidae","Girella",3,"present","",188324,"","Girella_punctata","","subtropical"
"343",343,"Glossanodon semifasciatus","Argentiniformes","Argentinidae","Glossanodon",3,"present","",562634,"","Glossanodon_semifasciatus","","subtropical"
"344",344,"Gnathonemus petersii","Osteoglossiformes","Mormyridae","Gnathonemus",3,"present","",115478,"","Gnathonemus_petersii","","tropical"
"345",345,"Gymnocorymbus ternetzi","Characiformes","Characidae","Gymnocorymbus",3,"present","",783051,"","Gymnocorymbus_ternetzi","","tropical"
"346",346,"Gymnodraco acuticeps","Perciformes","Bathydraconidae","Gymnodraco",3.5,"present","y",781785,"","Gymnodraco_acuticeps","","polar, subtropical"
"347",347,"Gymnotus pantherinus","Gymnotiformes","Gymnotidae","Gymnotus",3,"present","",445404,"","Gymnotus_pantherinus","","NA"
"348",348,"Parajulis poecilepterus","Labriformes","Labridae","Parajulis",3,"present","",127504,"","Parajulis_poecilepterus","","subtropical"
"349",349,"Halichoeres tenuispinis","Labriformes","Labridae","Halichoeres",3,"present","",1095891,"","Halichoeres_tenuispinis","","subtropical, temperate"
"350",350,"Batrachomoeus trispinosus","Batrachoidiformes","Batrachoididae","Batrachomoeus",3,"present","",713029,"","Batrachomoeus_trispinosus","","tropical"
"351",351,"Hemiodus semitaeniatus","Characiformes","Hemiodontidae","Hemiodus",3,"present","",3624386,"","Hemiodus_semitaeniatus","","tropical"
"352",352,"Hemiodus sterni","Characiformes","Hemiodontidae","Hemiodus",3,"present","",3624388,"","Hemiodus_sterni","","tropical"
"353",353,"Hexagrammos agrammus","Perciformes","Hexagrammidae","Hexagrammos",3,"present","",185865,"","Hexagrammos_agrammus","","subtropical, temperate"
"354",354,"Hippocampus guttulatus","Syngnathiformes","Syngnathidae","Hippocampus",3,"present","y",630164,"","Hippocampus_guttulatus","","subtropical"
"355",355,"Hypodytes rubripinnis","Perciformes","Tetrarogidae","Hypodytes",3,"present","y",463550,"","Hypodytes_rubripinnis","","NA"
"356",356,"Hypomesus nipponensis","Osmeriformes","Osmeridae","Hypomesus",3,"present","y",37114,"","Hypomesus_nipponensis","","subtropical, temperate"
"357",357,"Lagocephalus wheeleri","Tetraodontiformes","Tetraodontidae","Lagocephalus",3,"present","",986276,"","Lagocephalus_wheeleri","","subtropical"
"358",358,"Lateolabrax japonicus","Pempheriformes","Lateolabracidae","Lateolabrax",3,"present","",186480,"","Lateolabrax_japonicus","","subtropical"
"359",359,"Pseudomystus siamensis","Siluriformes","Bagridae","Pseudomystus",3,"present","",566357,"","Pseudomystus_siamensis","","tropical"
"360",360,"Nuchequula nuchalis","Chaetodontiformes","Leiognathidae","Nuchequula",3,"present","",89840,"","Nuchequula_nuchalis","","subtropical"
"361",361,"Lepidotrigla microptera","Perciformes","Triglidae","Lepidotrigla",3,"present","",438423,"","Lepidotrigla_microptera","","subtropical"
"362",362,"Leporinus fasciatus","Characiformes","Anostomidae","Leporinus",3,"present","",546980,"","Leporinus_fasciatus","","tropical"
"363",363,"Rutilus rutilus","Cypriniformes","Cyprinidae","Rutilus",3,"present","y",421037,"","Rutilus_rutilus","","temperate"
"364",364,"Pseudopleuronectes yokohamae","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes",3,"present","y",608831,"","Pseudopleuronectes_yokohamae","","subtropical, temperate"
"365",365,"Planiliza haematocheilus","Mugiliformes","Mugilidae","Planiliza",3,"present","y",963124,"","Planiliza_haematocheilus","","temperate"
"366",366,"Inimicus japonicus","Perciformes","Synanceiidae","Inimicus",3,"present","",301023,"","Inimicus_japonicus","","subtropical"
"367",367,"Lophius litulon","Lophiiformes","Lophiidae","Lophius",3,"present","",607757,"","Lophius_litulon","","subtropical, temperate"
"368",368,"Microcanthus strigatus","Centrarchiformes","Kyphosidae","Microcanthus",3,"present","",188292,"","Microcanthus_strigatus","","subtropical"
"369",369,"Monodactylus argenteus","Perciformes","Monodactylidae","Monodactylus",3,"present","",763919,"","Monodactylus_argenteus","","tropical"
"370",370,"Mormyrus kannume","Osteoglossiformes","Mormyridae","Mormyrus",3,"present","",3643916,"","Mormyrus_kannume","","tropical"
"371",371,"Muraenolepis microps","Gadiformes","Muraenolepididae","Muraenolepis",3,"present","",185099,"","Muraenolepis_microps","","polar"
"372",372,"Nandus nandus","Anabantiformes","Nandidae","Nandus",3,"present","",196682,"","Nandus_nandus","","tropical"
"373",373,"Chitala chitala","Osteoglossiformes","Notopteridae","Chitala",3,"present","y",863123,"","Chitala_chitala","","tropical"
"374",374,"Notopterus notopterus","Osteoglossiformes","Notopteridae","Notopterus",3,"present","",904617,"","Notopterus_notopterus","","tropical"
"375",375,"Oncorhynchus masou","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","",982404,"","Oncorhynchus_masou","","subtropical"
"376",376,"Oncorhynchus mykiss (species in domain Eukaryota)","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","y",165368,"","Oncorhynchus_mykiss (species in domain Eukaryota)","","NA"
"377",377,"Oncorhynchus masou masou","Salmoniformes","Salmonidae","Oncorhynchus",2,"present","y",207835,"infraspecific","Oncorhynchus_masou masou","","NA"
"378",378,"Ophisurus macrorhynchos","Anguilliformes","Ophichthidae","Ophisurus",3,"present","",65747,"","Ophisurus_macrorhynchos","","subtropical"
"379",379,"Oplegnathus fasciatus","Centrarchiformes","Oplegnathidae","Oplegnathus",3,"present","y",711801,"","Oplegnathus_fasciatus","","subtropical"
"380",380,"Osphronemus goramy","Anabantiformes","Osphronemidae","Osphronemus",3,"present","",612525,"","Osphronemus_goramy","","tropical"
"381",381,"Oxycirrhites typus","Centrarchiformes","Cirrhitidae","Oxycirrhites",3,"present","",702709,"","Oxycirrhites_typus","","tropical"
"382",382,"Pagothenia borchgrevinki","Perciformes","Nototheniidae","Pagothenia",3,"present","y",781792,"","Pagothenia_borchgrevinki","","polar, subtropical"
"383",383,"Pagrus major","Spariformes","Sparidae","Pagrus",3,"present","y",765344,"","Pagrus_major","","subtropical"
"384",384,"Pangasius polyuranodon","Siluriformes","Pangasiidae","Pangasius",3,"present","",199220,"","Pangasius_polyuranodon","","tropical"
"385",385,"Papyrocranus afer","Osteoglossiformes","Notopteridae","Papyrocranus",3,"present","",239121,"","Papyrocranus_afer","","tropical"
"386",386,"Parachromis managuensis","Cichliformes","Cichlidae","Parachromis",3,"present","y",797202,"","Parachromis_managuensis","","NA"
"387",387,"Parapercis sexfasciata","Uranoscopiformes","Pinguipedidae","Parapercis",3,"present","",132534,"","Parapercis_sexfasciata","","subtropical, tropical"
"388",388,"Paraplagusia japonica","Pleuronectiformes","Cynoglossidae","Paraplagusia",3,"present","",126710,"","Paraplagusia_japonica","","subtropical"
"389",389,"Parapristipoma trilineatum","Lutjaniformes","Haemulidae","Parapristipoma",3,"present","",64274,"","Parapristipoma_trilineatum","","subtropical"
"390",390,"Parupeneus barberinoides","Syngnathiformes","Mullidae","Parupeneus",3,"present","",758968,"","Parupeneus_barberinoides","","tropical"
"391",391,"Parablennius yatabei","Blenniiformes","Blenniidae","Parablennius",3,"present","",155048,"","Parablennius_yatabei","","subtropical"
"392",392,"Ophichthus zophistius","Anguilliformes","Ophichthidae","Ophichthus",3,"present","",483995,"","Ophichthus_zophistius","","NA"
"393",393,"Platycephalus indicus","Perciformes","Platycephalidae","Platycephalus",3,"present","",599906,"","Platycephalus_indicus","","tropical"
"394",394,"Pleuragramma antarctica","Perciformes","Nototheniidae","Pleuragramma",3,"present","",303042,"","Pleuragramma_antarctica","","NA"
"395",395,"Pleuronichthys cornutus","Pleuronectiformes","Pleuronectidae","Pleuronichthys",3,"present","",891078,"","Pleuronichthys_cornutus","","subtropical"
"396",396,"Pogonophryne scotti","Perciformes","Artedidraconidae","Pogonophryne",3,"present","",659897,"","Pogonophryne_scotti","","polar"
"397",397,"Polypterus bichir","Polypteriformes","Polypteridae","Polypterus",3,"present","",735234,"","Polypterus_bichir","","tropical"
"398",398,"Porichthys notatus","Batrachoidiformes","Batrachoididae","Porichthys",3.5,"present","",720409,"","Porichthys_notatus","","temperate"
"399",399,"Pterophyllum scalare","Cichliformes","Cichlidae","Pterophyllum",3,"present","y",220929,"","Pterophyllum_scalare","","tropical"
